Smiles,EC50 (nM),values
CC#CCn1c(nc2n(C)c(=O)n(Cc3nc(C)c4ccccc4n3)c(=O)c12)N1CCC[C@@H](C1)NC(=O)CCOCCOCCOCCOCCOCCOCCN(C)C(=O)CCc1cc(Cl)c(Oc2ccncc2C(=O)N2CCN(C3CC3)c3ccccc23)cc1Cl,17.0,1.0
COc1ccc(cc1OC)C(C)(C)c1cnc(SCc2c(F)cccc2Cl)n1-c1ccc(F)cc1,17.0,1.0
COc1ccccc1-c1ccncc1N(C)C(=O)c1cc(cc(c1)S(C)(=O)=O)C(F)(F)F,17.0,1.0
COc1cccc(F)c1-c1ccncc1N(C)C(=O)c1cc(cc(c1)S(C)(=O)=O)C(F)(F)F,17.0,1.0
COc1ccc(cc1OC)C(C)(C)c1cnc(SCCOCc2cccc(Cl)c2)n1-c1ccc(F)cc1,17.0,1.0
COc1ccc(cc1OC)C(C)(C)c1cnc(SCCOc2ccc(cc2)-n2cncn2)n1-c1ccc(F)cc1,17.0,1.0
CCN1CCN(CC1)c1cc(nc(n1)C(F)(F)F)N1CCC[C@H](C1)C(=O)NCCc1cnc(nc1)C#N,17.0,1.0
COc1cc(F)ccc1-c1cc(C)ncc1N(C)C(=O)c1cc(Br)cc(c1)C(F)(F)F,18.0,1.0
CNC(=O)O[C@@H]1CC[C@@]2(C)[C@@H](CC[C@]3(C)[C@@H]2CC[C@@H]2[C@H]4[C@@H](CC[C@@]4(CC[C@@]32C)C(O)=O)C(C)C)C1(C)C,18.0,1.0
COc1cc(F)ccc1-c1ccncc1N(CC(F)(F)F)C(=O)c1cc(nc(c1)C(F)(F)F)C(F)(F)F,18.0,1.0
Cc1c(\C=C\C(O)=O)oc2ccc(Cl)c(Oc3ccncc3C(=O)N3CCN(C4CC4)c4ccccc34)c12,18.0,1.0
CN(C(=O)c1cc(nc(c1)C(F)(F)F)C(F)(F)F)c1cnccc1-c1ccccc1C,19.0,1.0
COc1cc(F)ccc1-c1ccncc1N(C)C(=O)c1cc(cc(c1)S(=O)(=O)N1CCC1)C(F)(F)F,19.0,1.0
COc1cc(F)ccc1-c1ccncc1N(CC(F)F)C(=O)c1cc(nc(c1)C(F)(F)F)C(F)(F)F,19.0,1.0
C[C@@]1(CO1)[C@@H]1CC[C@@]2(CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@@H](OC(=O)NC6CC6)C(C)(C)[C@@H]5CC[C@@]34C)[C@@H]12)C(O)=O,19.0,1.0
CN(C(=O)c1c(C)onc1-c1ccccc1Cl)c1ccc(cc1)C(F)(F)F,19.95,1.0
CN(C(=O)c1c(C)onc1-c1ccccc1Cl)c1ccc(C)c(C)c1,19.95,1.0
CC(C)c1onc(c1C(=O)N(C)c1ccc(Cl)cc1)-c1ccccc1Cl,19.95,1.0
CN(C(=O)c1c(C)onc1-c1ccccc1)c1ccc(Cl)cc1,19.95,1.0
COc1cc(F)ccc1-c1ccncc1N(C)C(=O)c1cc(cc(c1)S(=O)(=O)N1CCOCC1)S(C)(=O)=O,20.0,1.0
CCN1CCN(C(=O)c2cncnc2Oc2cc(Cl)ccc2Cl)c2ccccc12,20.0,1.0
CN1CCN(CC1)c1cc(nc(n1)C(F)(F)F)N1CCCC[C@H]1C(=O)NCCc1ccc(cc1)C#N,20.0,1.0
COc1ccc(cc1OC)C(C)(C)c1cnc(SCCOc2ccc(cc2)-n2cccn2)n1-c1ccc(F)cc1,20.0,1.0
CN1CCN(C(=O)c2cnc(O)nc2Nc2cc(Cl)ccc2Cl)c2ccccc12,20.0,1.0
CN(C(=O)c1cc(cc(c1)C(F)(F)F)C(F)(F)F)c1cnccc1-c1ccccc1Cl,21.0,1.0
CN(C(=O)c1cc(Cl)cc(c1)C(F)(F)F)c1cnccc1-c1ccccc1C,22.0,1.0
COc1ccc(cc1OC)C(C)(C)c1cnc(SCCOCc2cccc(c2)C#N)n1-c1ccc(F)cc1,22.0,1.0
CN(C(=O)c1cc(cc(c1)C(F)(F)F)C(F)(F)F)c1cnccc1-c1ccccc1C,22.0,1.0
COc1cc(F)c(F)cc1-c1ccncc1N(C)C(=O)c1cc(nc(c1)C(F)(F)F)C(F)(F)F,22.0,1.0
Cc1c(Cl)cccc1OCCCC(=O)N1CCCc2c1cccc2-c1cnn(Cc2c(F)cc(cc2Cl)C(=O)NCCS(O)(=O)=O)c1,23.0,1.0
COc1cc(F)ccc1-c1ccncc1N(C)C(=O)c1cc(Cl)cc(c1)C1CC1,23.0,1.0
COC(=O)CN(C(=O)c1cc(nc(c1)C(F)(F)F)C(F)(F)F)c1cnccc1-c1ccccc1F,23.0,1.0
COc1ccc(F)c(c1)-c1ccncc1N(C)C(=O)c1cc(cc(c1)C(F)(F)F)C(F)(F)F,23.0,1.0
Clc1ccc(Cl)c(Oc2ncncc2C(=O)N2CCN(C3CCC3)c3ccccc23)c1,23.0,1.0
COc1cc(cc(n1)C(F)(F)F)C(=O)N(C)c1cnccc1-c1ccc(F)cc1OC,23.0,1.0
Cc1c(Cl)cccc1OCCCC(=O)N1CCC(Cc2cccc(c2)C(=O)NCCS(O)(=O)=O)c2ccccc12,24.0,1.0
COCC(=O)O[C@@H]1CC[C@@]2(C)[C@@H](CC[C@]3(C)[C@@H]2CC[C@@H]2[C@H]4[C@@H](CC[C@@]4(CC[C@@]32C)C(O)=O)C(C)C)C1(C)C,25.0,1.0
Clc1ccc(Cl)c(CN2CSC[C@H]2C(=O)N2CCN(C3CC3)c3ccccc23)c1,25.0,1.0
O=C(N1CCN(C2CC2)c2ccccc12)c1cnccc1Oc1ccc2ccoc2c1,25.0,1.0
Cc1cc(NC(=O)c2cc(Cl)c(Oc3ncccc3C(=O)N3CCCc4ccccc34)cc2Cl)sc1C(O)=O,26.0,1.0
COc1cc(F)ccc1-c1ccncc1N(C)C(=O)c1cc(Cl)nc(c1)C(F)(F)F,26.0,1.0
COc1ccc(F)cc1-c1ccncc1N(C)C(=O)c1cc(cc(c1)C(F)(F)F)C(F)(F)F,26.0,1.0
CC(C)[C@@H]1CC[C@@]2(CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@@H](OC(=O)NC6CCC6)C(C)(C)[C@@H]5CC[C@@]34C)[C@@H]12)C(O)=O,27.0,1.0
COCCN(C(=O)c1cc(cc(c1)S(C)(=O)=O)C(F)(F)F)c1cnccc1-c1c(F)cccc1OC,27.0,1.0
Clc1ccccc1Oc1ccncc1C(=O)N1CCN(C2CC2)c2ccccc12,27.0,1.0
CCCNC(=O)O[C@@H]1CC[C@@]2(C)[C@@H](CC[C@]3(C)[C@@H]2CC[C@@H]2[C@H]4[C@@H](CC[C@@]4(CC[C@@]32C)C(O)=O)C(C)C)C1(C)C,27.0,1.0
COC(=O)CN(C(=O)c1cc(nc(c1)C(F)(F)F)C(F)(F)F)c1cnccc1-c1cccnc1OC,27.0,1.0
CC(C)[C@@H]1CC[C@@]2(CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@@H](OC(=O)CO)C(C)(C)[C@@H]5CC[C@@]34C)[C@@H]12)C(O)=O,27.0,1.0
CC(C)[C@@H]1CC[C@@]2(CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@@H](OC(=O)NC6CCCC6)C(C)(C)[C@@H]5CC[C@@]34C)[C@@H]12)C(O)=O,29.0,1.0
CN1CC(CCC1=O)C(\C[C@H](c1ccc(cc1)S(C)(=O)=O)c1ccccc1C)=N/O,29.0,1.0
Cc1ccccc1-c1ccncc1N(CC#N)C(=O)c1cc(cc(c1)C(F)(F)F)C(F)(F)F,29.0,1.0
CN(C(=O)c1cc(cc(c1)C(F)(F)F)C(F)(F)F)c1cnccc1-c1ccccc1OC(F)(F)F,29.0,1.0
CN(C)S(=O)(=O)c1cc(cc(c1)C(F)(F)F)C(=O)N(C)c1cnccc1-c1ccccc1C,29.0,1.0
COc1cc(F)ccc1-c1ccncc1N(C)C(=O)c1cc(SC2COC2)cc(c1)C(F)(F)F,30.0,1.0
CN(C(=O)c1cc(cc(c1)S(C)(=O)=O)C(F)(F)F)c1cnccc1-c1ccccc1C,30.0,1.0
COc1ncccc1-c1ccncc1N(CC(F)(F)F)C(=O)c1cc(nc(c1)C(F)(F)F)C(F)(F)F,30.0,1.0
COc1ncc(F)cc1-c1ccncc1N(C)C(=O)c1cc(cc(c1)C(F)(F)F)C(F)(F)F,30.0,1.0
Clc1ccc(Cl)c(Oc2ncncc2C(=O)N2CCN(CC=C)c3ccccc23)c1,30.0,1.0
CCCN1CCN(C(=O)c2cncnc2Oc2cc(Cl)ccc2Cl)c2ccccc12,30.0,1.0
CC(C)[C@@H]1CC[C@@]2(CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@@H](OC(N)=O)C(C)(C)[C@@H]5CC[C@@]34C)[C@@H]12)C(O)=O,31.0,1.0
COCCS(=O)(=O)c1cc(cc(c1)C(F)(F)F)C(=O)N(C)c1cnccc1-c1ccc(F)cc1OC,31.0,1.0
CCN(C(=O)c1c(C)onc1-c1ccccc1Cl)c1ccc(Cl)cc1,31.62,1.0
CN(C(=O)c1c(C)onc1-c1ccccc1C(F)(F)F)c1ccc(Cl)cc1,31.62,1.0
COc1ccc(cc1OC)C(C)(C)c1cnc(SCCOc2ccc(cc2)-c2nccs2)n1-c1ccc(F)cc1,32.0,1.0
CO[C@@H]1C[C@@H]2C[C@H](O)CC[C@]2(C)[C@H]2CC[C@]3(C)[C@H](CC[C@H]3[C@H]12)[C@H](C)CCC(=O)NC[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,33.0,1.0
COc1cccc(F)c1-c1ccncc1N(CC(N)=O)C(=O)c1cc(nc(c1)C(F)(F)F)C(F)(F)F,33.0,1.0
CN(C(=O)c1cc(cc(c1)S(C)(=O)=O)C(F)(F)F)c1cnccc1-c1ccccc1OC(F)(F)F,34.0,1.0
CN(C(=O)c1cc(Br)cc(c1)C(F)(F)F)c1cnccc1-c1ccccc1Cl,34.0,1.0
COc1cc(F)ccc1-c1ccncc1N(Cc1ncco1)C(=O)c1cc(cc(c1)S(C)(=O)=O)C(F)(F)F,35.0,1.0
COc1ncccc1-c1ccncc1N(CC(F)F)C(=O)c1cc(nc(c1)C(F)(F)F)C(F)(F)F,36.0,1.0
CC(C)(c1cnc(SCCOCc2c(F)cccc2Cl)n1-c1ccc(F)cc1)c1ccc(Cl)c(Cl)c1,36.0,1.0
COc1cc(F)ccc1-c1ccncc1N(CC(N)=O)C(=O)c1cc(nc(c1)C(F)(F)F)C(F)(F)F,36.0,1.0
C[C@@H](O)[C@@H]1CC[C@@]2(CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@@H](OC(=O)NC6CC6)C(C)(C)[C@@H]5CC[C@@]34C)[C@@H]12)C(O)=O,38.0,1.0
CN(C(=O)c1cc(cc(c1)C(F)(F)F)C(F)(F)F)c1cnccc1-c1cccnc1OCC1CC1,38.0,1.0
FC(F)CN(C(=O)c1cc(nc(c1)C(F)(F)F)C(F)(F)F)c1cnccc1-c1ccccc1F,38.0,1.0
COc1cc(F)ccc1-c1ccncc1N(C)C(=O)c1cc(SCCO)cc(c1)C(F)(F)F,38.0,1.0
CN(C(=O)c1cc(cc(c1)C(F)(F)F)C(F)(F)F)c1cnccc1-c1ccc(F)cc1C,38.0,1.0
COc1ccc(cc1OC)C(C)(C)c1cnc(SCCOc2ccccc2)n1-c1ccc(F)cc1,38.0,1.0
CCOC(=O)c1oc2cc(Cl)c(Oc3ccncc3C(=O)N3CCN(C4CC4)c4ccccc34)cc2c1C,38.0,1.0
COc1cc(F)c(F)cc1-c1ccncc1N(C)C(=O)c1cc(cc(c1)C(F)(F)F)C(F)(F)F,38.0,1.0
COc1cc(F)ccc1-c1ccncc1N(CC(F)(F)F)C(=O)c1cc(cc(c1)S(=O)(=O)N(C)C)C(F)(F)F,39.0,1.0
COc1cc(F)c(F)cc1-c1ccncc1N(CC(F)F)C(=O)c1cc(nc(c1)C(F)(F)F)C(F)(F)F,39.0,1.0
CC(C)N(C(=O)c1c(C)onc1-c1ccccc1Cl)c1ccc(Cl)cc1,39.81,1.0
CN(C(=O)c1cc(cc(c1)C(F)(F)F)C(F)(F)F)c1cnccc1-c1ccc(F)cc1F,40.0,1.0
O=C(N1CCN(C2CC2)c2ccccc12)c1cnccc1Oc1cccc2ncccc12,40.0,1.0
OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C(=O)NCCCN(CCCNC(=O)[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO)C(=O)NCCCCOc1cc(Cl)c(CN2CSC[C@H]2C(=O)N2CCN(C3CC3)c3ccccc23)cc1Cl,40.0,1.0
COc1cc(F)ccc1-c1cc(C)ncc1N(C)C(=O)c1cc(SC2COC2)cc(c1)C(F)(F)F,41.0,1.0
CCc1ccccc1-c1ccncc1N(C)C(=O)c1cc(cc(c1)C(F)(F)F)C(F)(F)F,41.0,1.0
CSc1ncc(C(=O)N2CCNc3ccccc23)c(Oc2cc(Cl)ccc2Cl)n1,41.0,1.0
O=C(N1CCN(C2CC2)c2ccccc12)c1cnccc1Oc1ccc2ccccc2c1,41.0,1.0
COc1cc(F)ccc1-c1ccncc1N(C)C(=O)c1cc(cc(c1)S(C)(=O)=O)C(F)(F)F,42.0,1.0
CS(=O)(=O)c1cc(cc(c1)C(F)(F)F)C(=O)N(Cc1ncco1)c1cnccc1-c1ccccc1Cl,42.0,1.0
CN(C(=O)c1cc(cc(c1)C(F)(F)F)C(F)(F)F)c1cnccc1-c1cccnc1OCC(F)(F)F,43.0,1.0
CNS(=O)(=O)O[C@@H]1CC[C@@]2(C)[C@@H](CC[C@]3(C)[C@@H]2CC[C@@H]2[C@H]4[C@@H](CC[C@@]4(CC[C@@]32C)C(O)=O)C(C)C)C1(C)C,45.0,1.0
COc1cccc(F)c1-c1ccncc1N(CC(F)(F)F)C(=O)c1cc(cc(c1)S(C)(=O)=O)C(F)(F)F,46.0,1.0
COC(=O)CCS(=O)(=O)c1cc(cc(c1)C(F)(F)F)C(=O)N(C)c1cnccc1-c1ccc(F)cc1OC,46.0,1.0
OC(=O)CCc1cc(Cl)c(Oc2ncccc2C(=O)N2CCCc3ccccc23)cc1Cl,47.0,1.0
Fc1ccccc1-c1ccncc1N(CC(F)(F)F)C(=O)c1cc(nc(c1)C(F)(F)F)C(F)(F)F,47.0,1.0
COc1cc(F)c(F)cc1-c1ccncc1N(CC(N)=O)C(=O)c1cc(cc(c1)C(F)(F)F)C(F)(F)F,47.0,1.0
O=C(N1CCN(C2CC2)c2ccccc12)c1cnccc1Oc1ccccc1,47.0,1.0
COC(=O)CN(C(=O)c1cc(cc(c1)S(=O)(=O)N(C)C)C(F)(F)F)c1cnccc1-c1cccnc1OC,49.0,1.0
Clc1ccc(Cl)c(Oc2ccncc2C(=O)N2CCCc3ccccc23)c1,49.0,1.0
COCCOCCNC(=O)CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3[C@@H](C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C)OC,50.0,1.0
F[C@H]1C[C@H](N(Cc2cc(Cl)ccc2Cl)C1)C(=O)N1CCN(C2CC2)c2ccccc12,50.0,1.0
NC(=O)CN(C(=O)c1cc(cc(c1)C(F)(F)F)C(F)(F)F)c1cnccc1-c1ccccc1Cl,52.0,1.0
COc1cc(F)ccc1-c1ccncc1N(C)C(=O)c1cc(cc(c1)S(=O)(=O)C1COC1)C(F)(F)F,53.0,1.0
COC(=O)CN(C(=O)c1cc(nc(c1)C(F)(F)F)C(F)(F)F)c1cnccc1-c1cc(F)c(F)cc1OC,53.0,1.0
COc1cc(F)ccc1-c1ccncc1N(C[C@@H]1CCCO1)C(=O)c1cc(cc(c1)S(C)(=O)=O)C(F)(F)F,54.0,1.0
CCC(=O)CN(C(=O)c1cc(nc(c1)C(F)(F)F)C(F)(F)F)c1cnccc1-c1ccc(F)cc1OC,54.0,1.0
COc1cc(F)c(F)cc1-c1ccncc1N(CC(N)=O)C(=O)c1cc(nc(c1)C(F)(F)F)C(F)(F)F,54.0,1.0
COc1cc(F)ccc1-c1ccncc1N(C)C(=O)c1cc(cc(c1)S(=O)(=O)CCCCC(N)=O)C(F)(F)F,54.0,1.0
COC(=O)CN(C(=O)c1cc(cc(c1)S(C)(=O)=O)C(F)(F)F)c1cnccc1-c1ccc(F)cc1OC,55.0,1.0
